"BIN","AT_CG_AAA(TTT)","AT_CG_AAC(GTT)","AT_CG_AAG(CTT)","AT_CG_AAT(ATT)","AT_CG_CAA(TTG)","AT_CG_CAC(GTG)","AT_CG_CAG(CTG)","AT_CG_CAT(ATG)","AT_CG_GAA(TTC)","AT_CG_GAC(GTC)","AT_CG_GAG(CTC)","AT_CG_GAT(ATC)","AT_CG_TAA(TTA)","AT_CG_TAC(GTA)","AT_CG_TAG(CTA)","AT_CG_TAT(ATA)","AT_GC_AAA(TTT)","AT_GC_AAC(GTT)","AT_GC_AAG(CTT)","AT_GC_AAT(ATT)","AT_GC_CAA(TTG)","AT_GC_CAC(GTG)","AT_GC_CAG(CTG)","AT_GC_CAT(ATG)","AT_GC_GAA(TTC)","AT_GC_GAC(GTC)","AT_GC_GAG(CTC)","AT_GC_GAT(ATC)","AT_GC_TAA(TTA)","AT_GC_TAC(GTA)","AT_GC_TAG(CTA)","AT_GC_TAT(ATA)","AT_TA_AAA(TTT)","AT_TA_AAC(GTT)","AT_TA_AAG(CTT)","AT_TA_AAT(ATT)","AT_TA_CAA(TTG)","AT_TA_CAC(GTG)","AT_TA_CAG(CTG)","AT_TA_CAT(ATG)","AT_TA_GAA(TTC)","AT_TA_GAC(GTC)","AT_TA_GAG(CTC)","AT_TA_GAT(ATC)","AT_TA_TAA(TTA)","AT_TA_TAC(GTA)","AT_TA_TAG(CTA)","AT_TA_TAT(ATA)","GC_AT_ACA(TGT)","GC_AT_ACC(GGT)","GC_AT_ACG(CGT)","GC_AT_ACT(AGT)","GC_AT_CCA(TGG)","GC_AT_CCC(GGG)","GC_AT_CCG(CGG)","GC_AT_CCT(AGG)","GC_AT_GCA(TGC)","GC_AT_GCC(GGC)","GC_AT_GCG(CGC)","GC_AT_GCT(AGC)","GC_AT_TCA(TGA)","GC_AT_TCC(GGA)","GC_AT_TCG(CGA)","GC_AT_TCT(AGA)","GC_CG_ACA(TGT)","GC_CG_ACC(GGT)","GC_CG_ACG(CGT)","GC_CG_ACT(AGT)","GC_CG_CCA(TGG)","GC_CG_CCC(GGG)","GC_CG_CCG(CGG)","GC_CG_CCT(AGG)","GC_CG_GCA(TGC)","GC_CG_GCC(GGC)","GC_CG_GCG(CGC)","GC_CG_GCT(AGC)","GC_CG_TCA(TGA)","GC_CG_TCC(GGA)","GC_CG_TCG(CGA)","GC_CG_TCT(AGA)","GC_TA_ACA(TGT)","GC_TA_ACC(GGT)","GC_TA_ACG(CGT)","GC_TA_ACT(AGT)","GC_TA_CCA(TGG)","GC_TA_CCC(GGG)","GC_TA_CCG(CGG)","GC_TA_CCT(AGG)","GC_TA_GCA(TGC)","GC_TA_GCC(GGC)","GC_TA_GCG(CGC)","GC_TA_GCT(AGC)","GC_TA_TCA(TGA)","GC_TA_TCC(GGA)","GC_TA_TCG(CGA)","GC_TA_TCT(AGA)"
193,7,2,4,2,3,7,4,5,6,0,1,5,3,2,2,5,6,8,12,21,8,9,16,19,5,5,5,8,5,6,5,14,7,0,4,6,2,2,0,7,4,2,1,5,3,3,2,2,19,10,39,19,11,9,46,10,20,11,32,12,18,14,16,7,9,8,1,10,5,6,1,4,4,2,1,2,4,6,2,6,7,8,0,2,1,4,0,7,4,8,2,3,5,5,1,11
194,7,2,4,1,3,4,4,5,4,1,2,1,1,0,3,4,11,11,12,24,3,2,13,26,6,5,7,9,6,8,8,26,4,4,3,3,2,4,4,4,1,5,2,7,4,2,0,4,30,10,50,15,15,13,20,17,7,13,12,12,26,16,26,14,2,6,2,6,1,4,1,7,5,2,1,3,8,7,2,6,9,10,2,3,4,2,0,4,7,8,3,3,9,3,0,5
195,6,1,1,4,1,2,3,5,2,0,5,1,4,0,2,4,7,8,11,15,7,14,5,18,5,9,10,8,3,9,8,21,2,2,3,2,2,1,3,6,2,4,3,4,1,1,1,5,23,18,42,15,10,18,37,20,7,14,19,24,10,17,17,14,5,2,0,4,1,2,0,4,2,4,1,2,4,6,2,10,5,8,3,5,5,9,0,3,7,7,0,6,6,7,1,8
196,1,0,5,4,3,5,3,9,2,2,6,3,1,1,1,2,6,4,7,18,5,9,13,29,11,8,7,5,3,6,3,14,3,3,2,2,4,5,2,3,2,5,4,1,0,1,0,5,22,15,37,18,24,15,38,15,16,13,27,15,16,16,20,10,5,3,2,3,5,5,1,5,2,2,1,4,0,5,1,9,8,12,4,0,3,8,1,4,6,9,0,4,2,7,0,7
197,7,3,0,4,2,3,4,3,3,0,0,3,5,0,2,2,13,16,11,25,5,10,12,22,8,9,7,3,10,9,8,29,3,1,1,1,0,2,3,0,2,2,2,4,6,3,2,4,22,13,39,10,16,11,42,20,15,11,28,9,22,14,20,14,8,6,3,5,3,2,2,2,7,2,1,3,5,3,2,5,3,7,4,8,3,3,0,2,5,6,3,2,2,4,0,6
198,6,4,2,5,0,4,5,3,6,2,3,2,3,0,0,3,15,11,7,19,8,6,13,19,11,2,7,6,3,4,7,23,5,3,1,4,2,1,4,8,0,1,1,4,3,2,1,2,19,18,50,18,19,13,48,13,12,8,30,17,14,14,25,14,4,1,1,5,3,7,2,3,2,6,0,2,2,6,0,6,1,7,1,2,4,6,1,2,9,5,0,0,8,6,2,7
199,8,2,3,4,3,7,10,7,2,1,2,3,4,3,0,1,18,9,14,17,8,22,22,21,10,6,6,13,10,5,7,24,3,4,1,4,4,3,3,3,1,1,1,2,8,0,3,3,18,14,40,14,22,10,42,18,19,22,37,22,8,20,26,11,7,2,2,7,3,2,1,4,4,2,2,3,6,3,1,6,3,2,2,3,8,6,2,2,11,6,6,4,6,1,1,7
200,6,0,7,2,3,1,4,2,3,0,4,2,2,3,2,5,8,10,6,12,6,12,10,19,8,4,7,11,8,4,11,14,4,4,2,2,1,2,4,3,0,3,1,3,4,0,3,1,23,15,49,12,18,14,45,20,16,16,46,11,19,15,30,14,4,5,0,6,5,7,1,4,3,5,0,6,6,6,2,7,3,8,1,3,1,3,4,8,3,5,5,1,1,7,1,8
201,11,3,4,4,5,3,2,3,5,2,0,2,5,1,1,1,20,10,10,32,7,10,10,27,7,11,9,14,18,8,7,32,6,3,7,6,2,2,2,4,4,2,0,4,2,1,1,0,28,14,45,10,11,18,24,16,15,11,19,9,15,11,16,12,7,5,1,6,2,6,1,2,2,4,0,4,7,3,2,7,6,3,1,6,4,6,0,1,4,1,1,3,7,3,1,7
202,8,1,5,5,4,2,2,4,0,1,2,2,1,3,2,4,18,6,7,29,7,5,10,22,7,4,6,10,8,12,6,21,4,2,1,4,3,2,2,5,4,5,2,6,4,1,0,3,23,16,26,13,14,14,21,15,11,12,24,9,13,15,19,11,6,2,2,4,1,4,0,8,2,5,1,5,4,4,0,9,4,8,1,3,8,5,0,5,6,1,4,0,5,4,2,9
203,5,3,9,2,6,0,5,6,2,1,2,0,6,1,2,3,13,9,7,18,7,4,13,23,5,6,6,12,11,6,3,21,7,2,2,4,3,3,3,7,1,0,3,3,4,0,0,2,24,9,38,11,15,12,34,12,12,10,25,11,13,10,30,10,4,4,6,3,7,0,2,3,0,5,1,4,6,2,2,10,2,4,1,3,3,6,0,4,10,5,3,4,6,2,0,11
204,4,1,6,2,7,1,6,3,2,1,1,1,1,0,1,3,17,5,5,17,11,6,12,29,10,5,9,8,7,7,6,23,1,1,2,4,2,3,2,2,0,0,3,2,0,2,3,3,18,13,50,13,14,14,43,11,8,12,32,9,16,19,38,11,9,3,4,4,4,5,2,6,6,2,0,3,8,4,0,6,3,8,3,1,6,7,1,4,8,8,4,2,6,8,3,6
205,6,4,1,2,4,4,5,7,3,0,4,0,2,0,4,4,22,13,14,25,14,6,14,28,7,4,6,9,20,14,9,35,2,1,2,10,1,1,1,3,1,2,1,3,5,3,1,3,22,12,32,17,20,10,27,22,9,9,29,16,10,14,19,14,7,4,1,3,4,10,1,8,4,2,1,8,4,7,1,6,8,7,2,3,4,3,2,1,2,9,0,2,4,10,2,4
206,9,3,5,4,5,2,4,4,2,0,3,6,4,1,2,4,12,18,13,21,10,7,15,25,12,3,3,6,5,17,11,34,4,3,3,9,3,1,4,4,1,1,3,5,4,0,1,6,20,19,43,24,7,7,28,13,12,8,21,13,18,7,21,8,9,4,1,2,3,6,1,5,3,3,0,5,3,6,0,9,10,6,2,6,0,3,3,1,4,3,0,1,2,5,0,6
207,11,5,2,6,4,1,3,2,3,2,1,2,5,2,1,1,9,9,10,18,12,5,14,32,9,6,5,10,11,14,17,24,4,1,1,2,1,4,1,4,2,1,4,5,2,2,2,3,24,14,28,19,17,12,20,19,16,10,19,10,13,11,29,14,6,2,1,2,4,2,0,4,3,2,0,2,4,7,2,11,6,11,1,6,2,0,0,2,3,2,3,2,2,4,0,6
208,6,2,4,1,7,4,4,5,3,1,3,2,3,2,3,3,9,14,6,19,9,11,10,28,4,7,7,12,9,9,8,18,4,2,2,2,4,5,3,5,3,0,1,9,1,0,1,3,14,22,35,12,16,24,44,16,11,17,23,25,14,15,22,17,3,4,0,3,4,4,1,6,1,3,2,2,5,3,3,8,8,9,2,5,9,5,2,2,12,7,3,4,3,2,1,6
209,6,2,3,2,3,0,4,4,4,0,2,0,3,2,0,3,9,13,8,15,12,5,13,18,7,4,4,12,11,10,6,20,3,1,1,2,0,0,1,4,1,1,1,1,1,2,3,1,16,16,36,21,15,20,41,18,12,14,35,17,17,18,23,18,8,2,2,6,5,4,3,3,0,4,2,5,5,8,0,11,4,10,2,3,1,5,1,5,7,5,5,1,6,6,0,10
210,4,4,4,4,2,5,5,7,1,2,3,2,4,1,0,1,13,15,11,27,8,4,9,30,5,7,7,8,11,9,13,31,5,2,5,2,1,5,6,7,3,3,5,7,4,3,2,1,23,18,36,19,21,20,32,24,15,21,32,22,19,14,23,20,6,6,0,9,2,7,2,5,1,7,0,2,11,3,0,12,12,12,3,8,4,5,2,4,6,11,4,3,10,8,1,6
211,3,1,2,7,3,2,6,5,2,1,1,4,2,2,0,5,7,11,6,20,12,12,8,23,6,6,10,10,14,8,10,40,5,2,2,9,2,3,1,6,1,3,3,8,3,3,2,3,27,11,35,15,11,16,32,21,15,15,24,14,15,20,25,17,0,4,1,3,2,6,4,4,2,3,6,3,3,6,0,12,7,3,4,5,5,5,2,6,7,7,8,4,2,3,2,9
212,9,3,4,1,7,2,3,5,3,0,1,4,3,1,1,3,13,13,9,30,10,8,11,30,9,5,4,12,9,6,8,28,5,1,3,3,1,2,2,8,2,2,2,3,3,2,4,2,14,11,33,17,14,8,32,17,16,8,20,12,16,8,24,14,2,3,0,5,0,5,0,5,0,3,0,2,4,4,0,13,3,8,1,4,6,3,0,1,7,6,0,3,6,8,1,6
213,5,5,3,3,7,3,4,4,2,0,3,3,3,1,1,3,15,14,8,23,8,8,11,11,5,4,11,11,12,8,7,18,3,4,2,1,2,4,2,6,1,2,0,8,2,0,1,1,12,16,45,16,8,4,31,15,14,9,28,15,15,12,27,9,2,4,0,4,1,1,0,4,3,1,0,3,5,6,2,7,4,7,2,3,2,4,3,2,5,4,5,4,2,7,3,5
214,8,4,2,5,2,3,4,3,5,0,3,0,9,3,1,3,27,6,9,33,8,5,12,29,5,7,6,6,22,13,8,36,4,0,3,3,1,2,1,9,1,2,0,3,1,1,2,5,27,15,25,9,13,4,18,11,13,6,12,8,10,16,13,13,4,1,1,9,0,3,0,4,6,1,1,0,5,7,2,13,6,7,1,3,1,5,1,1,3,3,0,1,4,3,0,3
215,10,2,2,4,3,2,5,9,3,1,2,0,3,2,0,3,17,5,13,23,5,10,9,16,9,4,2,6,4,9,9,27,4,2,0,2,0,2,2,3,2,2,3,4,1,1,2,3,22,14,25,10,9,17,21,19,12,18,21,15,8,12,25,8,8,4,2,4,5,6,7,4,2,3,2,4,6,4,1,7,9,3,3,9,7,11,2,3,7,8,2,5,3,6,0,4
216,8,2,2,4,7,2,5,9,2,0,1,2,3,3,1,3,15,6,9,15,8,11,14,30,9,2,11,12,12,13,5,25,2,4,4,2,0,2,5,5,2,1,4,6,9,0,0,0,20,11,38,13,17,23,23,26,14,18,27,12,9,14,27,13,6,1,3,8,4,8,5,6,2,5,0,4,3,10,2,8,6,8,2,5,4,3,2,9,13,4,1,3,4,9,1,6
217,7,7,2,3,2,4,3,3,5,4,3,0,0,1,2,1,22,11,5,27,13,10,14,22,7,6,5,7,8,6,12,33,5,2,3,2,7,4,7,3,5,0,3,4,5,2,0,2,25,18,37,20,22,19,35,32,12,22,30,26,25,22,19,16,4,3,1,6,6,6,3,7,5,5,1,4,4,6,2,17,6,12,3,7,5,5,4,0,7,7,10,9,4,7,0,4
218,5,1,2,3,5,4,4,5,6,2,2,3,2,2,3,1,14,9,12,22,13,7,10,24,7,4,10,15,9,10,9,33,4,6,1,4,2,2,6,7,2,4,2,9,1,1,4,3,26,13,37,15,14,14,25,20,9,15,20,22,17,24,15,22,8,4,1,4,4,4,2,5,4,8,2,3,6,3,1,6,6,14,2,7,5,6,2,3,7,2,4,3,7,7,2,7
219,10,0,3,2,4,1,1,5,3,4,4,1,6,3,1,2,12,18,5,23,7,12,13,16,6,8,9,12,12,11,12,43,6,4,1,9,4,6,7,2,3,1,2,5,3,4,1,4,27,10,45,13,16,16,23,23,12,10,25,22,19,10,11,25,7,2,1,13,1,3,2,5,6,6,0,4,6,6,1,10,12,7,2,5,10,6,1,6,19,6,1,5,8,5,1,10
220,13,6,4,6,5,5,7,4,4,1,1,3,8,2,4,6,14,13,12,29,10,10,7,26,6,6,11,14,11,16,7,35,6,4,2,5,4,5,2,7,3,4,2,7,6,6,3,3,32,7,29,19,14,11,15,13,18,20,34,17,17,18,21,22,6,4,1,8,8,2,0,3,4,3,0,5,6,8,1,9,13,8,0,5,5,6,1,7,8,9,3,7,5,4,0,13
221,18,5,3,5,0,3,5,7,4,7,3,5,1,3,3,4,11,13,7,31,10,11,11,27,7,5,12,8,5,12,10,37,9,4,5,8,1,4,3,9,3,3,2,8,5,2,4,7,18,20,38,23,18,13,17,22,22,7,19,19,18,16,21,26,10,6,0,7,5,7,0,7,2,2,0,4,6,8,2,19,8,7,3,5,5,5,5,1,12,5,5,5,6,6,0,8
222,11,3,4,4,3,3,4,7,1,1,5,4,5,0,5,2,18,15,6,30,12,5,10,29,10,6,5,11,15,16,7,39,8,4,2,5,1,4,1,11,0,2,7,6,3,3,5,5,33,19,29,17,18,12,18,21,10,14,13,15,15,13,22,15,7,5,1,7,4,5,3,2,4,6,1,4,7,6,2,15,15,14,3,4,4,3,0,7,5,3,0,1,10,8,0,12
223,7,2,5,0,10,6,7,9,3,1,5,0,2,2,1,4,20,9,11,19,8,9,24,35,7,3,8,7,7,7,11,26,6,1,3,3,4,3,4,5,2,4,3,4,4,3,1,3,28,14,39,22,19,16,42,31,10,11,27,22,23,25,14,22,9,5,2,4,0,6,0,3,2,2,0,5,6,4,2,9,7,11,1,4,3,8,2,6,12,11,1,1,6,9,1,7
224,11,2,2,6,3,4,3,8,4,0,2,0,3,0,3,1,14,16,8,23,10,12,9,30,11,13,7,9,11,11,5,27,9,8,1,10,2,5,6,13,6,2,2,7,4,1,1,6,27,19,33,24,26,22,25,28,12,12,23,24,19,24,22,19,8,1,0,9,5,5,2,3,3,2,0,3,11,3,0,13,11,13,1,11,13,1,0,6,12,5,3,3,7,7,4,11
225,4,4,2,3,3,6,6,2,2,3,1,2,4,2,2,2,13,11,13,27,5,10,8,28,8,7,7,11,4,5,5,33,2,2,0,4,0,4,1,4,4,5,3,4,3,0,1,4,23,16,43,19,21,16,34,19,18,12,26,26,15,15,24,15,4,6,0,10,3,1,0,3,3,5,1,3,5,3,1,14,5,10,1,1,8,7,2,6,13,4,2,4,6,5,3,9
226,8,3,4,2,3,2,2,5,1,1,5,0,5,1,1,2,11,12,6,21,8,6,17,22,7,3,7,9,12,10,7,21,10,4,6,4,1,4,7,10,1,1,2,6,3,3,2,6,22,20,47,15,23,26,34,22,19,19,23,26,17,18,19,21,6,7,1,3,2,8,5,9,2,5,2,1,6,8,5,5,8,17,6,3,6,6,8,6,13,11,12,4,5,11,4,8
227,11,4,5,1,6,5,9,5,2,1,4,2,3,2,1,3,13,12,2,27,12,13,11,23,6,2,8,8,7,10,5,30,2,4,0,5,2,5,3,11,2,1,2,6,5,2,3,2,27,18,37,16,27,23,31,22,23,21,21,22,18,19,16,15,8,6,2,3,4,5,1,4,4,1,1,3,6,10,0,8,7,10,2,10,6,7,1,4,9,4,2,9,5,8,2,10
228,2,1,5,3,5,3,5,3,4,3,2,2,0,2,3,4,12,13,6,19,7,12,16,21,5,13,13,14,7,12,8,23,8,5,2,3,1,2,4,6,4,1,2,8,3,1,2,2,37,14,35,17,30,12,27,19,11,17,23,24,24,21,21,18,6,4,2,5,1,1,0,5,1,2,0,5,9,4,1,12,11,16,4,9,9,2,1,5,11,12,3,8,10,6,3,9
229,7,4,3,8,8,3,4,2,2,1,4,3,3,0,3,5,9,11,11,25,4,17,13,28,9,5,8,14,15,16,7,32,9,2,2,5,3,5,7,6,5,2,3,13,2,2,1,6,16,17,31,25,24,13,40,34,16,18,24,22,19,19,26,18,5,3,3,7,4,7,2,4,8,5,0,1,2,4,1,10,8,10,1,8,6,6,1,7,15,6,4,6,4,5,1,6
230,9,3,2,6,5,7,7,5,6,2,1,2,1,4,2,2,8,9,15,22,9,11,19,26,8,5,8,10,11,11,8,22,2,4,3,4,0,2,4,10,2,3,4,12,7,3,1,5,28,19,44,26,20,20,21,32,16,13,28,16,24,24,23,29,9,4,1,4,2,8,2,7,3,2,1,1,5,1,2,8,16,6,1,7,8,8,0,6,12,7,1,10,10,5,2,19
231,9,2,1,2,3,5,7,5,4,1,5,3,3,0,1,2,11,8,9,15,10,13,15,24,7,4,4,7,12,4,6,12,3,2,4,3,2,3,4,7,5,1,1,7,2,0,1,3,23,17,48,23,28,19,42,23,19,21,33,22,12,27,32,16,7,2,0,6,3,3,5,9,6,6,3,2,2,7,2,6,5,10,2,1,11,6,6,6,7,11,2,7,1,2,3,8
232,1,0,1,1,6,5,10,5,2,1,1,3,2,0,1,3,5,6,7,15,9,9,10,27,7,4,11,11,2,8,5,21,2,3,3,5,1,4,9,9,7,2,1,7,2,1,3,4,32,10,43,19,18,33,41,23,14,21,24,19,17,18,35,13,16,1,1,6,2,7,3,6,4,4,0,3,7,7,2,12,3,13,5,4,10,5,4,5,13,6,3,4,11,5,3,9
233,7,3,2,1,5,2,3,8,3,0,2,2,2,2,4,1,7,10,5,21,6,9,9,17,2,10,12,9,6,6,9,23,3,6,1,1,2,3,3,4,0,2,3,7,0,3,0,3,17,18,38,12,20,18,35,14,14,11,36,18,16,16,23,13,5,3,0,5,9,3,1,7,4,1,0,4,1,4,0,9,12,9,3,8,7,7,3,2,8,7,5,6,4,5,1,10
234,5,2,4,4,5,2,2,2,4,3,3,1,4,0,2,1,17,7,8,29,5,6,14,21,8,5,6,3,12,10,11,17,5,1,1,2,2,0,5,2,3,2,1,4,4,2,1,1,17,5,42,18,16,18,36,21,13,13,30,12,7,24,20,14,2,3,2,6,4,4,0,5,4,2,1,4,5,6,2,13,6,5,2,5,5,5,2,1,4,6,2,2,4,10,1,3
235,7,1,0,1,2,9,3,7,2,2,3,7,1,2,1,0,10,9,10,29,10,9,13,22,8,7,6,9,12,8,6,18,5,2,2,3,1,4,6,6,5,4,3,7,3,1,0,5,25,19,47,13,17,31,36,32,8,16,35,17,16,20,24,14,4,2,1,1,8,4,2,4,4,3,1,3,1,5,3,13,5,7,1,3,5,9,1,1,9,9,2,3,6,5,5,12
236,2,3,1,2,5,8,6,6,3,0,1,4,8,0,2,0,5,9,11,18,9,4,11,25,10,5,6,7,11,8,16,19,3,2,4,7,0,1,4,10,3,3,2,9,5,1,2,4,29,23,38,10,15,23,26,30,20,14,23,16,23,23,17,18,4,1,0,4,3,7,0,6,3,3,2,6,4,7,2,18,14,8,1,3,11,4,1,7,6,10,4,2,2,5,1,10
237,10,2,2,3,11,4,4,7,5,3,3,3,1,1,0,2,12,7,10,22,8,10,10,19,11,10,7,9,11,13,17,31,5,3,6,4,2,7,4,5,4,4,0,5,2,1,3,4,38,16,48,19,21,32,25,36,14,19,26,18,17,17,18,34,7,4,1,5,3,7,0,4,5,5,2,5,2,5,0,16,3,13,4,5,9,6,4,3,14,6,5,3,3,8,1,4
238,8,1,5,3,2,4,5,10,5,3,5,2,3,3,4,6,15,20,21,27,6,12,19,39,12,7,12,11,9,7,19,28,6,3,4,7,4,8,10,13,3,6,6,13,6,1,4,8,35,26,37,17,16,17,34,39,21,33,25,27,21,19,21,32,19,16,4,6,6,4,2,8,6,4,0,7,12,9,0,11,14,19,1,13,13,14,2,8,9,13,1,11,6,13,1,17
239,5,3,1,4,4,3,2,4,1,2,4,2,2,0,1,4,14,8,4,22,7,13,18,29,6,12,6,10,6,7,8,25,2,1,4,4,8,10,2,10,3,4,4,15,3,3,3,5,32,19,39,31,35,27,29,43,19,22,25,33,23,22,21,31,9,5,2,5,4,5,2,7,2,7,2,4,12,9,0,9,17,17,1,10,7,11,1,7,12,8,7,9,5,14,0,10
240,6,1,3,4,6,3,4,6,1,1,5,3,3,1,1,2,7,18,10,19,9,8,15,27,8,8,9,6,13,10,6,25,8,2,2,6,1,1,5,6,1,2,2,2,3,2,1,2,31,13,32,18,17,17,33,22,10,16,28,14,14,18,29,17,11,3,0,5,7,4,2,6,1,6,3,3,4,10,1,7,5,14,2,6,6,11,1,4,10,10,3,4,7,7,1,9
241,10,2,2,3,6,3,0,8,4,1,1,1,6,1,3,2,11,7,7,22,6,4,19,23,7,7,11,6,8,8,9,16,5,0,1,5,4,4,4,11,4,2,0,8,5,2,1,6,22,13,44,24,21,15,28,28,20,19,30,15,19,20,21,13,4,4,2,0,6,3,2,5,1,3,1,4,6,10,3,10,10,10,3,3,9,6,1,11,17,9,4,4,4,4,3,7
242,6,2,2,1,5,5,1,7,4,2,2,2,3,2,2,4,10,9,13,28,16,11,17,26,7,7,10,9,10,12,9,30,6,4,5,6,1,6,8,6,2,3,7,8,2,1,0,5,23,22,38,17,16,18,21,32,12,13,24,20,10,17,24,23,7,6,2,6,3,8,2,9,3,4,0,4,4,8,2,8,12,12,2,11,7,9,1,3,8,5,4,6,7,6,2,10
243,10,1,3,7,3,3,2,3,1,1,1,2,4,2,2,1,15,11,13,20,7,8,7,25,2,11,9,12,15,11,9,38,3,4,0,7,3,3,4,9,4,2,1,8,2,3,3,6,22,20,42,28,16,15,32,22,21,10,13,13,15,14,18,14,4,3,0,7,3,2,2,1,4,1,1,2,3,4,2,10,6,10,2,5,10,7,1,5,6,7,3,7,8,9,1,9
244,5,1,5,6,3,4,9,6,1,1,0,2,2,1,2,2,11,15,11,24,12,10,8,31,9,10,9,9,9,12,9,26,10,3,3,2,3,5,8,4,4,3,4,6,8,1,0,8,33,11,45,20,22,28,29,33,10,21,28,15,17,13,22,19,6,8,2,6,5,3,1,3,3,1,0,1,5,6,0,9,6,16,3,4,8,6,4,7,13,7,2,9,3,2,1,9
245,9,2,4,0,5,0,2,3,1,1,6,1,2,3,2,0,18,14,14,24,2,10,10,22,5,4,3,8,4,3,6,27,3,2,3,1,1,3,3,6,3,3,3,4,2,2,3,2,22,19,42,13,21,20,43,26,27,17,39,16,11,16,26,12,11,3,0,12,0,8,1,9,4,5,3,5,6,5,0,6,8,9,4,6,5,8,2,7,10,9,1,4,8,9,4,11
246,7,0,3,5,5,3,1,2,3,1,1,1,1,0,3,3,9,8,10,22,4,3,12,22,8,5,3,7,10,6,9,24,4,2,2,3,0,3,3,7,1,5,0,6,2,2,0,1,23,9,44,9,14,18,56,18,10,15,26,12,25,15,29,13,8,4,0,4,4,6,0,5,0,3,0,2,1,5,4,12,7,7,1,1,0,11,0,5,2,2,2,2,4,3,1,11
247,7,3,0,5,2,3,8,3,2,1,0,4,1,1,2,0,8,7,10,17,7,8,10,23,7,4,8,9,6,9,10,22,2,2,3,2,2,3,5,4,2,3,0,4,2,0,0,2,26,19,52,20,17,21,45,29,9,18,34,13,16,17,27,20,5,5,2,5,4,6,2,5,5,5,1,5,6,4,0,9,11,6,2,4,14,11,3,5,6,10,2,4,5,7,2,2
248,7,5,2,2,4,7,7,5,4,2,2,4,1,0,2,1,9,15,7,11,3,13,19,21,7,11,5,5,7,5,9,22,1,3,3,1,2,9,4,6,2,2,4,6,2,1,6,4,28,22,52,11,22,36,63,28,17,20,48,16,16,20,31,17,4,7,1,6,6,11,3,7,2,6,1,8,3,8,2,15,5,6,2,1,7,5,4,7,9,11,7,10,6,10,1,7
249,4,6,4,1,3,6,7,6,2,1,3,0,3,1,1,1,12,9,9,18,10,11,16,18,5,5,6,5,9,6,7,17,3,4,1,4,0,2,5,8,4,3,2,2,2,4,1,0,22,13,38,13,28,20,39,21,14,20,39,20,12,16,29,14,4,4,2,13,2,6,0,6,2,4,1,3,4,6,2,11,5,13,3,2,6,4,0,0,13,15,5,4,1,8,1,13
250,5,3,1,2,2,2,8,2,6,1,1,3,3,1,3,1,7,4,9,18,7,9,19,13,7,7,9,5,5,8,7,19,0,2,3,3,3,3,6,2,2,2,4,2,3,2,0,3,22,14,41,14,22,16,44,25,19,13,37,14,19,23,24,16,11,5,2,6,4,6,2,4,2,2,1,7,5,4,4,12,4,7,2,4,2,7,2,4,10,6,0,3,5,3,0,5
251,5,1,3,3,3,4,4,5,1,3,3,1,0,0,1,3,10,8,6,15,6,19,12,18,12,3,7,9,6,5,10,21,3,4,3,9,2,3,1,11,0,2,3,3,1,2,3,1,18,18,46,30,18,24,54,23,10,29,43,10,15,7,33,7,6,3,2,3,1,5,4,5,3,10,1,2,3,7,1,7,4,6,2,4,4,7,4,6,8,9,7,7,3,6,1,5
252,7,2,6,6,7,3,5,4,1,2,6,2,2,2,2,2,11,5,7,15,10,6,11,15,9,6,10,3,10,7,2,23,3,3,2,6,3,4,3,5,5,0,1,6,5,0,1,3,20,18,38,12,17,11,44,18,13,24,35,15,10,16,19,18,11,4,1,10,2,6,0,7,2,4,1,2,10,5,3,6,7,8,1,3,6,2,1,8,8,7,6,0,8,6,1,1
253,5,3,0,0,3,6,2,3,2,1,2,1,2,2,1,0,11,9,11,10,6,7,18,14,6,5,10,4,6,3,5,13,2,0,2,4,0,1,1,3,1,3,2,3,0,1,2,2,22,11,52,13,18,19,81,25,18,19,52,16,9,20,31,10,7,6,2,3,4,5,6,4,2,4,2,5,3,8,3,5,5,9,2,6,4,5,1,3,2,5,3,1,3,6,0,4
254,8,1,1,2,5,10,9,4,3,2,2,3,4,1,1,2,12,7,7,21,7,12,8,23,5,4,7,3,14,7,11,26,4,1,2,5,1,6,3,5,2,0,1,1,2,2,1,3,23,14,35,12,24,19,51,24,9,13,50,17,12,8,30,15,9,2,3,10,7,3,2,5,2,2,5,6,6,7,1,5,3,9,1,3,5,8,2,2,3,8,6,6,4,5,2,6
255,4,3,1,2,0,3,4,3,0,3,4,2,2,2,0,2,15,10,8,12,10,13,9,10,6,6,6,14,5,2,3,22,5,0,3,1,1,1,3,6,3,0,1,2,4,3,2,2,16,21,57,14,21,14,56,29,14,15,59,13,12,16,45,13,5,4,1,7,2,4,1,10,6,3,0,3,4,4,1,10,1,8,2,3,1,7,0,1,3,11,4,2,5,5,0,2
256,10,1,0,1,6,5,4,2,0,0,3,1,1,1,0,1,11,12,7,14,4,12,7,14,13,1,7,4,8,8,5,23,5,1,1,3,1,4,5,4,0,1,1,1,1,1,4,2,23,11,48,14,22,10,39,17,22,12,42,9,15,16,24,10,5,4,3,3,3,4,3,6,2,4,2,5,4,3,1,3,6,12,1,3,0,3,3,5,6,3,4,1,7,1,1,5
